ax,ay,az,gx,gy,gz,label
-0.2899,-0.1274,0.9555,234.85,-101.22,73.43,A
-0.2811,-0.1659,0.9072,31.71,-56.21,-18.2,A
-0.266,-0.2679,1.0111,-25.2,60.13,-4.83,B
