ax,ay,az,gx,gy,gz,label
0.4524,0.6505,0.5363,-114.31,263.06,112.84,A
-0.0473,1.0648,0.4821,-31.01,188.86,113.54,A
-0.6193,1.8607,0.2918,22.12,-12.95,-24.92,A
-0.5168,2.2643,-0.0405,12.46,-70.98,-40.46,A
-0.182,3.1232,0.1142,67.76,-91.07,-53.76,A
0.1059,4.0587,0.1869,124.81,-154.35,-420.63,A
1.7134,2.0535,1.0316,29.26,-158.13,-730.66,A
1.9535,0.1669,1.6104,2.17,-108.99,-758.1,A
1.6509,-1.0219,1.9705,51.52,-97.23,-691.74,A
1.0814,-2.6059,2.2507,84.07,-78.54,-608.3,A
0.8589,-3.7298,2.0755,11.83,-19.67,-497.14,A
1.1448,-2.4746,1.1878,3.92,4.48,-124.32,A
0.4358,-0.0234,0.5251,40.67,-7.77,189.35,A
-0.2606,1.1253,0.57,-7.14,-46.13,115.36,A
-0.222,0.3279,1.0624,82.53,-22.4,7.42,A
0.8974,-0.0249,0.3157,-3.92,-444.78,214.76,A
1.1307,0.1342,0.9199,-9.52,-461.23,259.98,A
1.1824,0.3304,2.0813,224.91,-312.2,267.96,A
0.7559,1.3493,1.912,96.32,-31.43,195.79,A
0.5602,1.5777,2.4961,25.34,34.02,-49.98,A
0.7666,1.1273,1.8822,61.18,228.55,-155.26,A
1.0155,0.2059,1.2068,-100.1,444.15,-337.54,A
0.8628,-0.368,0.4573,-119.98,429.52,-317.38,A
0.5266,-0.5944,-0.0776,-75.25,360.92,-237.02,A
0.1986,-0.8189,-0.469,11.9,262.01,-154.84,A
-0.2567,-0.5958,-1.0965,20.93,75.39,-16.73,A
-0.4099,-0.326,-1.6953,-113.75,-68.18,14.21,A
0.4685,-0.4133,-0.8877,-130.69,-412.86,61.11,A
0.9043,0.0122,-0.2479,-187.04,-501.62,85.47,A
0.5568,0.7886,-0.0034,59.71,-553.42,-46.27,A
0.8682,0.9794,0.974,56.0,-756.77,-120.26,A
1.0292,0.427,1.2981,65.94,-641.55,-113.82,A
1.0848,-0.1376,1.8237,152.11,-621.46,-96.95,A
1.1619,-0.3401,2.4171,287.91,-512.68,-82.74,A
1.2263,0.6529,1.7324,379.47,-15.75,72.66,A
0.4875,0.9677,0.8764,224.77,20.79,-100.66,A
0.8623,0.8291,1.6416,21.14,52.99,-121.94,A
1.0716,0.3743,1.6973,-118.86,123.97,-46.76,A
0.9106,-0.0166,1.3942,-14.84,239.75,25.34,A
-0.5324,1.7954,0.3514,-116.27,44.17,11.76,A
0.1357,1.7514,0.303,39.27,-68.25,-271.25,A
0.6334,1.4069,0.9658,128.73,-175.63,-449.12,A
0.8877,0.3616,1.4577,83.16,-172.27,-514.64,A
0.9453,-0.7857,1.6265,64.26,-146.93,-488.67,A
0.7993,-1.6275,1.6646,93.94,-118.51,-433.72,A
0.8325,-2.1179,1.7578,127.96,-83.93,-334.53,A
0.731,-0.8496,1.1014,146.51,64.19,95.34,A
0.3226,0.0054,0.6388,53.55,22.19,137.41,A
0.0952,0.5456,0.5261,-45.85,-16.17,122.36,A
0.713,-0.0673,0.4621,14.63,-289.8,241.22,A
1.0843,0.3709,1.1126,100.52,-263.41,271.88,A
1.0058,0.8823,1.788,108.15,-248.64,252.77,A
0.6939,1.3371,2.6401,149.66,-192.08,237.93,A
0.3504,1.9505,2.8973,150.64,-76.72,185.22,A
0.4636,1.8012,1.7295,79.03,180.25,-190.05,A
1.0448,1.3825,1.3259,-109.76,380.17,-413.42,A
1.0058,0.6525,0.8394,-139.51,355.32,-401.24,A
0.895,0.1435,0.5988,-104.09,319.13,-353.15,A
0.2777,-0.8106,-0.3045,-45.85,185.08,-132.16,A
-0.122,-0.2255,-0.6178,-126.91,-178.64,63.14,A
-0.081,0.1606,-1.241,230.58,-435.96,-60.34,A
0.6837,0.6144,-0.365,136.85,-728.0,42.63,A
0.7945,0.4895,0.1669,23.45,-603.89,123.83,A
1.6192,-0.2499,2.2541,358.96,-283.5,-15.47,A
1.1326,0.2904,2.6508,349.72,-43.89,51.31,A
0.7232,1.4411,2.4078,308.35,9.31,-140.49,A
0.9941,0.3309,1.7802,-20.3,200.55,-25.06,A
0.8472,0.0659,1.504,62.09,190.89,29.82,A
0.8965,0.793,0.8135,45.64,-116.34,-526.26,A
0.9687,-0.3826,1.1219,96.53,-118.93,-486.78,A
0.8818,-1.2424,1.5484,160.09,-133.0,-427.7,A
0.7686,-1.9461,1.8061,178.57,-107.59,-352.52,A
0.7769,-1.1727,1.4416,150.85,11.06,62.79,A
0.3314,-0.0576,0.7696,55.02,-6.79,182.77,A
0.1015,0.6788,0.6222,-51.94,-48.02,157.64,A
0.0537,-0.286,-1.0404,-153.3,-411.74,45.85,A
0.548,-0.8028,-1.0097,-128.17,-584.29,34.3,A
1.4889,-0.9736,-0.3855,-51.52,-723.17,189.0,A
1.8651,-0.5095,0.0503,186.34,-692.93,317.24,A
2.0652,0.1352,1.0365,125.44,-615.09,345.73,A
1.8095,1.0892,1.9413,-6.02,-623.84,294.98,A
1.8061,0.3231,2.7626,222.39,-363.65,199.08,A
1.3635,0.9023,3.1764,299.74,-61.25,211.82,A
0.9326,1.4391,2.764,207.83,88.34,174.72,A
0.5851,1.7109,2.0437,158.2,112.21,70.28,A
0.6305,1.3415,1.6133,-1.47,212.73,-120.05,A
0.9755,1.5972,1.3103,-57.26,394.24,-331.38,A
1.1424,0.7276,0.9989,-95.83,405.79,-390.6,A
1.1673,0.0878,0.9487,-67.83,387.38,-367.15,A
-0.2006,-0.5827,-0.4207,-35.7,134.19,-67.41,A
0.0059,-0.4246,-1.524,-20.93,-312.34,29.75,A
0.304,0.0425,-1.1575,80.78,-616.63,15.89,A
0.9697,0.4046,0.0673,-1.12,-753.69,85.68,A
1.058,0.4163,0.772,-62.16,-682.43,144.06,A
1.3986,-0.0688,1.9813,319.48,-334.46,-101.22,A
1.1058,0.4499,2.0486,298.9,49.49,-91.7,A
0.995,1.4142,1.8163,-40.95,141.26,21.56,A
1.2844,0.4753,1.3679,29.4,46.55,-20.58,A
0.8106,0.3904,0.977,72.24,128.45,-46.13,A
1.1409,-0.0659,1.1107,94.99,351.61,119.7,A
0.9877,0.284,0.5758,33.18,360.5,165.83,A
0.6861,0.4202,0.082,-83.02,305.55,183.19,A
-0.0547,1.3015,0.2708,-54.25,188.93,147.49,A
-0.3421,1.6397,-0.1586,-83.65,120.05,83.37,A
0.2118,2.2526,0.3206,8.05,-87.71,-259.21,A
0.5163,1.5875,0.5324,-10.85,-156.52,-445.76,A
0.9599,0.3094,0.9921,-27.23,-161.21,-488.32,A
0.9867,-0.712,1.2659,0.21,-142.1,-438.83,A
0.9589,-1.5421,1.4845,71.68,-129.5,-389.2,A
0.8525,-2.198,1.8988,154.49,-96.6,-346.43,A
0.9062,-0.8789,1.2376,128.31,83.02,114.38,A
0.3587,0.5353,0.7457,52.08,45.01,174.3,A
0.0244,1.0604,0.5695,-38.5,-12.32,121.66,A
0.0874,0.2723,0.7388,91.77,-17.15,65.52,A
0.8555,-0.6993,-0.2201,-63.07,-482.65,148.68,A
1.2639,-0.2186,0.3157,11.76,-475.3,276.71,A
1.3884,0.4372,1.4591,140.14,-413.07,339.01,A
1.137,0.8174,2.114,273.49,-325.15,250.74,A
1.079,1.3342,2.5615,134.75,-200.06,246.47,A
0.5905,1.2234,2.1248,111.09,105.07,-122.15,A
0.7174,-0.0542,0.6622,-63.7,351.05,-259.21,A
0.5475,-0.3489,0.122,-70.77,296.52,-206.92,A
0.2777,-0.5363,-1.0258,-121.94,-346.08,82.11,A
0.4231,0.4943,-0.3914,149.87,-642.25,-65.87,A
0.9492,0.5549,0.57,4.06,-718.83,-13.16,A
1.2307,0.4099,2.3805,252.91,-9.94,70.98,A
0.7369,1.2259,2.0228,238.07,-9.1,-104.65,A
0.5719,-0.0654,0.9677,-14.56,152.74,-90.3,A
1.201,0.3928,1.6324,-64.61,29.19,51.52,A
0.8203,0.3533,1.2668,-5.67,213.29,-5.81,A
-0.4904,2.0071,0.4314,36.61,-39.06,-118.02,A
0.4333,1.587,0.6647,153.02,-123.97,-391.16,A
0.7139,0.9326,1.0472,157.71,-158.06,-479.36,A
0.9389,-0.1747,1.6685,134.47,-170.59,-458.71,A
0.8828,-1.1868,2.1736,133.84,-129.43,-407.96,A
0.8247,-1.6782,2.3585,148.05,-79.52,-298.69,A
0.5719,-0.6895,1.1956,-3.5,46.76,-14.63,A
0.388,-0.1854,0.4538,-36.05,30.8,50.12,A
-0.0015,0.4865,0.6661,-75.81,-39.13,16.87,A
0.7623,-0.2172,-0.1815,-111.23,-525.28,81.76,A
1.1736,-0.8296,0.1161,-38.57,-581.42,223.72,A
1.6319,-0.1171,0.4636,47.53,-548.66,375.41,A
1.707,1.0228,1.6167,179.69,-518.07,303.59,A
1.5406,1.1063,2.8465,151.13,-353.57,259.84,A
0.9648,1.2683,2.7387,68.39,-23.8,167.51,A
0.8101,1.2117,1.9574,60.55,35.84,89.81,A
0.7896,1.0204,1.9622,77.42,87.08,-24.01,A
0.1918,-0.3074,0.3362,2.8,308.84,-219.87,A
-0.5139,-0.1366,-0.3343,53.76,-49.07,-2.31,A
-0.1327,-0.2342,-0.7413,-72.17,-262.08,118.44,A
0.0078,-0.406,-1.3976,-125.79,-353.08,186.69,A
0.5632,0.1376,-1.5928,-46.9,-510.16,192.78,A
1.0077,0.5407,-0.7271,6.58,-728.0,202.72,A
1.2712,1.2981,0.5846,13.58,-920.85,108.29,A
1.3649,0.5041,1.3503,48.3,-802.41,-19.81,A
1.4498,0.1723,2.438,177.03,-586.32,-2.03,A
1.1775,0.3421,3.1149,414.26,-302.96,-49.42,A
0.9804,0.4514,1.9866,125.16,41.3,-38.5,A
0.9321,0.3475,1.5011,-32.83,152.88,-79.1,A
-0.3694,1.4167,0.5924,57.12,-12.04,-76.3,A
-0.4573,1.9564,0.5451,56.63,-18.83,-111.72,A
-0.2557,2.3034,0.2264,23.17,-45.64,-141.82,A
0.4046,1.3483,0.7828,122.43,-115.15,-431.48,A
0.8086,0.6007,1.1331,127.05,-102.76,-463.12,A
0.7896,-0.0229,1.4406,113.33,-104.93,-429.52,A
0.7491,-0.8311,1.5431,112.91,-94.85,-377.44,A
0.3626,-0.3914,1.3742,7.21,18.2,92.96,A
0.1191,0.448,0.9316,-36.12,14.63,97.16,A
-0.0015,0.2796,0.9496,-206.92,70.7,-4.34,A
-0.1942,0.5314,1.7368,-83.3,65.52,-34.3,A
-0.1391,-0.2669,0.6002,-298.83,144.69,-78.68,A
-0.4348,-0.2147,0.6193,-113.4,48.93,-37.17,A
-0.5002,-0.5246,-0.7642,-33.18,-176.47,42.42,A
0.6959,-0.3079,-0.5212,-9.17,-556.08,90.93,A
