Ax,Ay,Az,Gx,Gy,Gz,Label
-0.5114,-0.2381,0.5919,10.78,8.05,26.74,A
-0.5109,-0.2479,0.5836,4.27,2.38,6.37,A
-0.487,-0.3231,0.509,-3.5,-1.4,1.96,A
-0.467,-0.4089,0.447,-1.96,-10.5,-0.35,A
-0.4538,-0.4534,0.5065,4.83,-21.35,4.83,A
-0.449,-0.3723,0.5261,12.88,-22.33,12.95,A
-0.4519,-0.2728,0.5383,20.86,-25.62,10.01,A
-0.4431,-0.1923,0.5373,21.7,-28.77,0.07,A
-0.4348,-0.2328,0.6344,9.8,-32.55,-12.32,A
-0.4197,-0.2508,0.5388,1.12,-28.56,-15.54,A
-0.4236,-0.2528,0.4255,6.3,-40.11,-21.28,A
-0.406,-0.2103,0.3743,9.31,-58.73,-30.24,A
-0.386,-0.1401,0.2474,18.9,-81.9,-42.91,A
-0.3543,-0.1322,0.0605,31.92,-121.8,-71.12,A
-0.2743,-0.2098,0.245,31.92,-182.0,-95.27,A
-0.2001,-0.3582,0.5124,3.64,-222.46,-110.32,A
-0.0956,-0.447,0.4831,-15.82,-210.07,-101.85,A
-0.0156,-0.4626,0.2128,-7.35,-231.63,-93.03,A
0.1215,-0.4475,0.1591,-5.53,-272.37,-89.67,A
0.2772,-0.4519,0.2333,5.32,-318.43,-99.89,A
0.4124,-0.528,0.4709,-13.79,-374.99,-103.04,A
0.5597,-0.5549,0.7257,-38.78,-410.83,-109.27,A
0.6837,-0.5402,1.0746,-55.09,-444.57,-111.51,A
0.7754,-0.671,1.4323,-67.2,-425.88,-107.1,A
0.5954,-0.3118,1.6275,-91.14,-376.53,-139.44,A
0.7525,-1.1219,2.6337,-289.8,-239.89,-115.29,A
0.8345,-1.7265,1.6368,-19.32,-105.63,-68.18,A
0.814,-1.6411,2.1701,109.06,54.32,34.72,A
0.7627,-1.2464,1.8729,56.42,121.31,96.11,A
0.7027,-0.9618,1.6699,7.7,130.13,117.67,A
0.6998,-0.6544,1.3732,-2.59,172.69,140.63,A
0.5378,-0.4846,1.0102,-6.72,189.42,134.05,A
0.4075,-0.5217,1.0482,3.71,155.4,99.47,A
0.366,-0.5793,1.303,-9.73,166.67,90.51,A
0.3289,-0.832,1.5382,-21.91,210.21,99.82,A
0.4016,-0.956,1.342,38.5,286.02,122.29,A
0.1537,-0.8701,0.9087,2.03,241.43,138.74,A
0.184,-0.7081,0.9828,14.91,221.27,115.36,A
0.1069,-0.4211,0.8774,51.87,229.81,95.55,A
0.0508,-0.6056,1.0751,38.22,219.17,61.6,A
0.0205,-0.7164,0.9931,5.53,231.14,61.46,A
-0.0107,-0.7447,0.9511,-24.22,236.04,74.76,A
-0.0771,-0.6373,0.7257,-20.37,239.82,101.99,A
-0.1771,-0.6027,0.652,-5.81,223.16,92.19,A
-0.2294,-0.6271,0.4748,10.57,214.69,81.41,A
-0.2972,-0.5261,0.304,47.67,179.69,80.78,A
-0.307,-0.5627,0.367,46.83,163.66,59.92,A
-0.387,-0.3836,0.2342,61.67,131.32,75.74,A
-0.4392,-0.2957,0.3382,59.22,113.19,76.86,A
-0.4699,-0.2567,0.4055,39.2,99.33,59.29,A
-0.5168,-0.1879,0.3353,32.06,87.22,41.44,A
-0.55,-0.1796,0.3562,21.07,67.34,22.19,A
-0.5319,-0.2352,0.51,-10.01,64.89,12.95,A
-0.5651,-0.1166,0.3626,-11.62,66.78,-1.05,A
-0.568,-0.0771,0.324,-6.58,55.37,-29.61,A
-0.5685,-0.1093,0.0337,23.03,36.75,-66.36,A
-0.5524,-0.2152,0.0322,49.07,-20.37,-78.12,A
-0.5163,-0.2094,0.1728,58.45,-48.72,-66.29,A
-0.4948,-0.0615,-0.0102,85.33,-59.22,-73.92,A
-0.4407,0.1498,-0.1679,117.11,-108.71,-93.94,A
-0.3289,0.3831,0.039,111.65,-184.8,-124.32,A
-0.1776,0.547,0.264,77.14,-224.42,-170.59,A
-0.0024,0.4416,0.4397,26.81,-263.27,-275.31,A
0.2474,0.1645,0.0376,-9.52,-284.9,-368.9,A
0.4997,-0.1796,0.001,30.03,-419.23,-473.76,A
1.017,-0.6827,0.3343,10.92,-546.98,-361.06,A
0.9428,-1.0912,0.7774,0.0,-539.28,-364.56,A
0.6012,-1.7783,1.5997,18.13,-567.91,-322.21,A
0.9394,-1.7661,2.2497,-54.04,-444.15,-138.88,A
0.7022,-1.179,1.7217,-25.97,-137.83,-45.15,A
0.6095,-0.7125,1.035,23.17,-59.08,-20.16,A
0.5524,-0.5978,0.8999,31.5,-88.9,-33.46,A
0.4124,-0.8525,1.076,52.78,-66.5,-101.36,A
0.8716,-0.7154,1.159,-0.49,3.43,-65.17,A
0.6481,-0.8506,1.0746,-30.8,-21.0,-48.16,A
0.6671,-0.712,0.9457,-51.31,-22.96,-4.76,A
0.6525,-0.875,0.9906,-62.3,-7.63,39.62,A
0.6076,-0.8779,0.9384,-33.67,11.62,65.59,A
0.5856,-0.936,1.0038,30.87,58.1,90.23,A
0.5383,-0.9638,1.2424,37.24,114.1,119.0,A
0.4919,-0.873,0.9862,53.27,156.17,132.16,A
0.3743,-0.7715,0.7061,8.4,140.42,143.64,A
0.324,-0.6627,0.53,10.71,87.78,101.08,A
0.3143,-0.7696,0.6773,30.52,66.08,94.15,A
0.3192,-0.8789,0.7291,28.0,81.83,105.98,A
0.3162,-0.8647,0.5158,70.35,84.84,132.44,A
0.2445,-0.8755,0.6549,69.51,62.79,148.89,A
0.2494,-0.8711,0.8316,61.95,67.62,165.9,A
0.3079,-0.7657,0.6154,60.69,90.02,194.18,A
0.1932,-0.5051,0.3338,86.87,62.23,199.08,A
0.0956,-0.3636,0.5056,90.58,2.8,166.6,A
0.1035,-0.4592,0.7574,54.67,-7.63,129.85,A
0.0717,-0.5114,0.7276,50.68,-5.67,128.03,A
0.0664,-0.4412,0.8867,28.28,-14.14,141.54,A
0.0415,-0.2972,0.7906,18.34,-12.74,147.63,A
0.0117,-0.203,0.7593,28.28,-26.39,126.28,A
0.0102,-0.3772,1.1366,0.63,-17.99,100.03,A
0.0093,-0.3841,0.9365,-7.42,-10.64,105.35,A
-0.0122,-0.2391,0.9218,17.71,-24.22,97.86,A
-0.0224,-0.12,1.0926,18.34,-27.58,66.71,A
-0.0351,-0.205,1.1707,4.69,-15.33,43.89,A
-0.0278,-0.3826,1.2146,-9.24,1.82,39.06,A
-0.0098,-0.3553,1.0536,10.29,22.89,47.67,A
-0.0205,-0.3113,0.9877,25.06,25.48,38.01,A
-0.0234,-0.3504,0.9296,31.92,15.26,32.2,A
-0.0244,-0.3084,1.0824,29.47,9.8,24.92,A
-0.0551,-0.2455,1.1356,25.62,15.33,20.23,A
-0.0673,0.0488,1.3718,5.25,35.21,2.59,A
-0.0547,0.2474,1.383,-16.1,40.81,-35.21,A
0.0249,0.1098,1.2551,-18.97,57.96,-60.76,A
-0.0049,0.0449,1.3152,-27.09,72.1,-77.84,A
0.0259,0.2357,1.4132,-48.09,87.99,-100.66,A
0.0386,0.3231,1.283,-43.68,121.03,-144.76,A
0.0727,0.1781,1.0375,-41.44,135.03,-199.57,A
0.0854,-0.1996,0.7027,-30.31,123.83,-233.03,A
0.0976,-0.9062,0.6295,-20.16,116.34,-226.1,A
0.0244,-1.3757,0.386,24.92,96.46,-165.69,A
-0.0659,-1.3762,0.4002,61.74,63.7,-115.5,A
-0.0859,-1.2878,0.5124,47.53,32.9,-77.14,A
-0.0771,-1.0692,0.5144,33.88,13.09,-50.47,A
-0.0874,-0.913,0.4812,28.63,9.45,-33.95,A
-0.1005,-0.835,0.4714,26.11,4.97,-25.9,A
-0.1025,-0.734,0.5192,29.26,-6.09,-25.34,A
-0.1025,-0.7261,0.5949,18.69,-19.18,-35.0,A
-0.0971,-0.8886,0.8447,0.98,-33.81,-34.86,A
-0.0586,-0.995,0.9804,-0.35,-11.2,-5.74,A
-0.0849,-0.7325,0.8135,-20.51,-20.02,27.72,A
-0.0044,-0.5256,0.8989,-15.12,-29.54,41.02,A
-0.1166,-0.4704,1.1024,5.39,-8.82,38.85,A
-0.1381,-0.3377,0.9218,13.23,5.95,32.69,A
-0.1586,-0.2533,0.8301,14.21,-3.71,10.85,A
-0.1459,-0.2982,0.9594,10.5,-13.79,-9.66,A
-0.1044,-0.5212,1.0775,-7.07,-1.61,-4.13,A
-0.0947,-0.5397,0.9589,-4.76,10.29,15.26,A
-0.1064,-0.488,0.9238,-5.04,4.48,17.29,A
-0.0878,-0.6193,1.0165,-24.99,11.27,24.29,A
-0.103,-0.5885,0.8843,-23.59,16.1,40.81,A
-0.2464,-0.4548,0.793,-17.29,10.78,38.64,A
-0.1337,-0.3982,0.7788,-24.08,2.03,23.73,A
-0.1518,-0.4353,0.7764,-29.47,-12.53,9.31,A
-0.1327,-0.4695,0.8769,-42.91,-17.71,-3.92,A
-0.1298,-0.651,0.8428,-51.59,-17.43,-11.55,A
-0.1244,-0.9428,0.9765,-55.65,-22.4,5.95,A
-0.1015,-0.8789,0.9457,-37.38,-0.56,44.8,A
-0.1547,-0.7188,0.8725,-20.37,5.88,43.4,A
-0.185,-0.7379,0.8599,-27.72,4.06,43.05,A
-0.1908,-0.7042,0.8647,-2.24,1.89,33.74,A
-0.1952,-0.7237,1.0804,-6.3,1.19,34.65,A
-0.1796,-0.8276,1.3117,-24.43,15.75,38.78,A
-0.1381,-0.8852,1.3366,-40.25,43.12,53.69,A
-0.1396,-0.8467,1.0887,-32.55,61.32,72.94,A
-0.1869,-0.7257,0.9862,-11.13,55.58,75.39,A
-0.2191,-0.6798,1.039,-7.35,53.48,64.47,A
-0.2176,-0.7042,1.076,-2.66,67.76,62.09,A
-0.2401,-0.649,0.9282,3.15,80.15,73.71,A
-0.2816,-0.5836,0.8286,8.05,76.09,70.0,A
-0.3079,-0.5358,0.8223,6.93,74.83,61.74,A
-0.3148,-0.5183,0.8013,-1.26,79.87,56.49,A
-0.3489,-0.5017,0.6505,3.92,78.12,49.77,A
-0.3689,-0.4982,0.5602,10.92,72.52,43.47,A
-0.3919,-0.4436,0.487,22.4,59.43,40.74,A
-0.4094,-0.4402,0.5475,24.99,45.01,32.76,A
-0.4143,-0.4202,0.5905,22.26,43.12,33.04,A
-0.4187,-0.3953,0.5763,20.93,40.25,29.96,A
-0.4309,-0.4109,0.5812,14.0,38.5,27.86,A
-0.4377,-0.3758,0.5451,10.92,33.18,30.59,A
-0.467,-0.4153,0.6608,6.09,24.57,22.96,A
-0.4275,-0.4714,0.6734,-9.17,34.86,23.1,A
-0.4568,-0.4089,0.5412,-0.63,25.41,53.41,A
-0.4665,-0.3367,0.5529,2.31,14.56,29.26,A
-0.488,-0.307,0.4577,9.66,1.75,11.76,A
-0.4685,-0.3382,0.4524,15.54,-9.73,0.91,A
-0.4729,-0.2723,0.3938,15.68,-29.05,-10.43,A
-0.448,-0.3318,0.4724,8.12,-41.09,-20.16,A
-0.4255,-0.5514,0.7915,-8.75,-50.89,-22.19,A
-0.3548,-0.5104,0.8877,-28.77,-12.6,4.62,A
-0.3992,-0.4348,0.5817,-11.27,-5.74,7.35,A
-0.4216,-0.365,0.4992,-1.68,-21.35,-1.05,A
-0.4138,-0.285,0.4826,8.54,-26.46,-7.84,A
-0.4192,-0.2313,0.4104,17.92,-34.58,-19.39,A
-0.407,-0.205,0.3431,19.18,-52.85,-34.37,A
-0.3792,-0.203,0.2972,14.49,-80.29,-52.01,A
-0.3348,-0.1845,0.2621,11.41,-110.74,-73.36,A
-0.2694,-0.2245,0.1723,12.67,-143.57,-98.0,A
-0.205,-0.3977,0.3231,12.25,-191.31,-122.15,A
-0.062,-0.7676,0.8584,-29.12,-180.74,-101.29,A
-0.0361,-0.8779,0.5671,-8.4,-146.44,-42.21,A
-0.063,-0.6915,0.2411,41.3,-143.5,-2.52,A
-0.0224,-0.4333,0.0771,78.33,-179.27,4.27,A
0.0639,-0.2152,0.0712,98.07,-223.44,-13.86,A
0.2425,-0.1274,0.1527,93.1,-272.23,-38.71,A
0.4133,-0.1557,0.3543,66.15,-333.83,-71.12,A
0.6212,-0.245,0.6159,8.19,-392.14,-95.2,A
0.733,-0.3518,0.9697,-27.44,-463.75,-102.2,A
1.0155,-0.4494,1.6392,-12.32,-410.13,-142.8,A
1.0038,-0.974,1.4132,-157.43,-414.19,-125.16,A
0.8198,-1.4372,2.1779,-220.36,-376.25,-194.39,A
1.0414,-2.2448,2.7787,28.21,-185.29,-22.96,A
0.9072,-1.8676,3.0895,56.35,43.4,113.68,A
0.8828,-1.1073,2.1916,42.84,190.26,179.41,A
0.8081,-0.386,1.2381,45.71,241.22,166.18,A
0.629,-0.1913,1.1912,31.08,188.93,106.05,A
0.5309,-0.4704,1.384,0.91,162.89,72.73,A
0.5192,-0.673,1.3796,-13.93,203.28,87.08,A
0.4324,-0.753,1.221,12.11,221.13,97.93,A
0.3504,-0.8135,1.1907,68.74,221.2,89.95,A
0.3387,-0.6388,1.2532,8.68,253.47,110.39,A
0.2723,-0.4255,0.5422,26.46,233.17,70.56,A
0.0805,-0.4841,0.8296,55.58,157.22,17.15,A
0.0937,-0.7857,1.1639,16.8,155.89,7.0,A
0.083,-0.8072,0.9911,35.0,185.08,55.86,A
0.0434,-0.6666,0.9843,29.61,190.19,73.01,A
0.0181,-0.5866,0.8223,19.18,199.43,78.54,A
-0.0712,-0.5212,0.5832,34.65,183.61,71.47,A
-0.1108,-0.6154,0.6915,29.68,173.32,63.98,A
-0.1601,-0.5222,0.5695,41.79,167.58,71.26,A
-0.2045,-0.3143,0.4582,47.81,157.71,64.61,A
-0.2913,-0.222,0.3894,38.99,127.05,19.74,A
-0.3328,-0.1918,0.4597,19.46,98.0,20.09,A
-0.3411,-0.2113,0.5451,6.58,83.09,12.6,A
-0.3421,-0.2172,0.4982,0.91,84.49,9.17,A
-0.387,-0.2284,0.3089,11.13,64.68,3.15,A
-0.4089,-0.1806,0.2772,23.38,32.76,-3.36,A
-0.3987,-0.0449,0.347,27.58,10.5,-22.54,A
-0.408,-0.1293,0.5373,17.43,-13.23,-48.3,A
-0.3572,-0.2035,0.6471,1.12,-10.5,-50.26,A
-0.3572,-0.2011,0.5456,6.93,-10.22,-57.12,A
-0.3518,-0.2079,0.4748,11.83,-22.26,-64.26,A
-0.3328,-0.1454,0.3211,22.54,-37.66,-72.38,A
-0.3001,0.103,0.1254,39.34,-61.6,-87.5,A
-0.2289,0.327,-0.0673,49.42,-90.93,-125.65,A
-0.1396,0.2913,-0.1249,54.39,-158.55,-186.48,A
0.0444,0.2557,0.0586,41.44,-246.75,-241.15,A
0.3367,0.2664,0.2869,6.23,-306.25,-285.46,A
0.5573,0.2313,0.5924,-41.37,-342.65,-355.11,A
0.754,-0.3372,0.6788,-114.24,-381.15,-419.44,A
0.9594,-1.1024,0.7164,-123.62,-396.83,-389.76,A
0.8281,-2.0686,0.8682,-39.27,-408.94,-327.81,A
0.8594,-2.2755,2.0506,29.19,-427.98,-174.86,A
0.8164,-1.4869,2.0037,18.9,-136.57,-38.36,A
0.713,-1.0526,1.4577,9.66,-35.35,-7.91,A
0.6564,-0.792,0.937,30.8,-37.45,-16.17,A
0.7066,0.0254,0.8823,61.74,-58.24,-156.87,A
0.6359,-1.1878,1.3464,51.45,13.3,-53.41,A
0.7701,-0.7657,1.2249,-24.99,36.75,6.51,A
0.6359,-0.974,1.0199,-40.46,18.9,51.45,A
0.6124,-1.2844,1.4352,-68.11,18.13,98.21,A
0.6266,-1.6202,1.6167,-30.8,89.18,145.04,A
0.7398,-1.4806,1.3781,4.9,213.57,230.86,A
0.649,-1.0638,0.4485,70.77,240.59,292.11,A
0.4563,-0.3494,0.2816,127.82,172.06,265.65,A
0.2987,0.041,0.4148,116.48,86.59,164.15,A
0.2245,-0.0273,0.6451,66.29,68.32,71.68,A
0.1283,-0.4104,0.8408,24.57,55.58,9.03,A
0.1391,-0.8223,1.0219,-31.08,66.71,9.17,A
0.1776,-0.9731,0.6861,-48.44,89.74,69.72,A
0.1318,-0.8623,0.4109,4.83,57.75,127.68,A
0.0771,-0.8691,0.5866,51.66,28.91,135.8,A
0.0996,-0.7881,0.63,50.82,36.12,163.59,A
0.0727,-0.588,0.447,68.18,21.0,173.25,A
0.0054,-0.3655,0.3699,81.06,-15.4,151.13,A
-0.0054,-0.3143,0.63,71.89,-37.8,115.22,A
-0.0205,-0.447,0.8989,31.85,-29.47,90.37,A
-0.0093,-0.5256,0.7632,7.98,-23.8,105.14,A
-0.001,-0.3504,0.7027,14.42,-30.45,137.06,A
-0.0176,-0.3367,0.7549,19.25,-39.48,122.08,A
-0.0156,-0.3665,0.8306,22.47,-45.22,117.74,A
-0.0127,-0.303,0.8823,30.87,-47.32,122.01,A
-0.0366,-0.1484,0.9843,29.61,-47.11,109.34,A
-0.0488,-0.0195,1.0326,15.05,-41.86,81.2,A
-0.0512,-0.0298,1.118,-8.4,-37.24,49.0,A
-0.0264,-0.2635,1.035,-1.19,-20.51,37.1,A
-0.022,-0.2596,0.9648,7.35,-24.36,45.57,A
-0.0059,-0.142,1.0394,20.16,-22.96,34.37,A
-0.022,-0.1318,1.0565,21.21,-25.2,10.36,A
-0.0093,-0.1537,1.1058,10.99,-27.37,-6.23,A
0.0156,-0.1801,1.0858,4.41,-18.9,-8.33,A
0.0127,-0.2045,1.0287,3.22,-17.01,-4.9,A
-0.0078,-0.1337,1.0975,-13.3,-25.48,-7.0,A
-0.0102,-0.042,1.3396,-32.62,-19.46,-27.93,A
0.0459,-0.2162,1.5528,-49.63,30.38,-42.7,A
0.0517,-0.2464,1.3288,-26.74,63.7,-37.45,A
0.041,-0.1391,1.262,1.61,67.9,-52.29,A
0.059,0.0483,1.4372,-0.14,76.93,-81.2,A
0.0688,0.1357,1.4494,-16.8,101.01,-118.51,A
0.0839,0.1303,1.2107,-31.64,128.8,-149.45,A
0.0888,-0.0834,0.8564,-37.17,138.74,-181.3,A
0.1191,-0.2762,0.568,-32.9,120.96,-210.49,A
0.1083,-0.9218,0.4065,-21.14,96.95,-208.88,A
0.0264,-1.3415,0.4236,22.47,50.75,-149.94,A
-0.0063,-1.2,0.6588,33.6,34.79,-94.5,A
-0.0527,-1.0658,0.6881,20.65,32.2,-68.81,A
-0.0761,-1.0053,0.5592,8.47,24.43,-46.9,A
-0.1025,-0.916,0.486,13.16,10.99,-29.26,A
-0.0996,-0.8398,0.5314,21.21,0.0,-17.36,A
-0.1122,-0.7237,0.61,27.93,-8.33,-11.41,A
-0.1015,-0.7183,0.8276,11.2,-13.51,-14.98,A
-0.1074,-0.6764,0.8355,-12.32,-16.17,-4.48,A
-0.0893,-0.6544,0.7959,-14.21,-20.65,17.01,A
-0.1069,-0.6085,0.9443,-15.54,-18.97,22.61,A
-0.1025,-0.5305,0.915,-13.16,-16.66,16.38,A
-0.103,-0.5266,0.9409,-1.47,-15.82,14.0,A
-0.0903,-0.5065,1.0253,13.51,-4.2,23.03,A
-0.1147,-0.4221,0.9687,12.25,1.05,24.01,A
-0.1147,-0.3762,0.9945,-0.91,-2.66,13.93,A
-0.0864,-0.4446,1.1278,-17.22,4.13,18.48,A
-0.0727,-0.4494,1.016,-23.59,19.46,22.68,A
-0.0854,-0.4153,0.9223,-23.03,17.92,20.3,A
-0.0952,-0.4494,0.9004,-26.6,11.2,14.07,A
-0.101,-0.5148,0.8843,-27.51,8.61,14.14,A
-0.1122,-0.5212,0.8428,-17.85,5.11,7.56,A
-0.1127,-0.528,0.8374,-21.0,3.64,2.52,A
-0.1093,-0.5754,0.7608,-21.63,-2.45,2.45,A
-0.0791,-0.6744,0.8267,-22.68,-6.09,3.29,A
-0.0581,-0.7544,0.7305,-16.59,-5.39,19.18,A
-0.0547,-0.6027,0.8691,-8.33,-15.82,29.61,A
-0.0805,-0.487,0.9609,-20.58,-10.08,21.14,A
-0.1298,-0.5026,0.852,-29.54,-3.99,4.48,A
-0.1576,-0.5505,0.7998,-28.98,-6.93,-3.43,A
-0.1581,-0.5968,0.7696,-22.26,-2.94,-6.23,A
-0.1542,-0.6505,0.6573,-8.05,-3.85,-2.94,A
-0.1571,-0.6603,0.6368,9.8,-17.15,1.96,A
-0.1337,-0.5993,0.772,15.05,-25.27,5.95,A
-0.1288,-0.5207,0.8955,7.98,-26.25,-0.21,A
-0.1176,-0.5773,1.0409,-10.85,-15.82,4.2,A
-0.1225,-0.5632,0.9692,-26.6,-1.05,5.18,A
-0.1313,-0.5568,0.8389,-25.69,5.67,-1.75,A
-0.1303,-0.6495,0.7247,-8.61,2.17,-0.21,A
-0.1176,-0.6095,0.7632,8.68,-4.27,4.06,A
-0.0996,-0.5505,0.8408,11.55,-2.17,0.35,A
-0.0971,-0.6017,0.8374,4.83,-0.14,-1.12,A
-0.1078,-0.5802,0.7979,2.94,-5.39,2.73,A
-0.1171,-0.5353,0.8213,1.47,-7.91,1.54,A
-0.1191,-0.5573,0.774,2.73,-11.76,0.91,A
-0.1049,-0.5007,0.875,2.87,-16.8,-1.26,A
-0.0932,-0.5251,0.8999,-1.68,-10.22,-7.98,A
-0.0883,-0.6095,0.8789,-1.26,-6.16,-6.09,A
-0.0874,-0.5876,0.8945,0.49,-2.31,1.47,A
-0.0971,-0.5261,0.8633,0.7,2.45,1.26,A
-0.1098,-0.5104,0.7871,3.85,-2.73,-3.92,A
-0.0996,-0.5344,0.8184,1.05,-6.86,-6.86,A
-0.0937,-0.5505,0.8823,-7.28,-6.23,-8.61,A
-0.0878,-0.5968,0.8276,-7.56,-3.01,-7.21,A
-0.0825,-0.6037,0.833,-1.4,-6.65,-5.11,A
-0.0825,-0.6154,0.8433,1.61,-5.46,-5.39,A
-0.0786,-0.6422,0.8677,3.78,-2.17,-2.73,A
-0.0937,-0.6324,0.8067,-1.19,-0.56,2.59,A
-0.0981,-0.5871,0.7676,3.15,-5.74,2.24,A
-0.101,-0.5563,0.8013,2.87,-9.52,-1.89,A
-0.1025,-0.5651,0.8076,0.84,-11.76,-5.67,A
-0.0903,-0.5915,0.8374,-0.98,-13.37,-7.77,A
-0.0791,-0.6334,0.875,-1.26,-13.09,-7.0,A
-0.0737,-0.6339,0.8813,-1.12,-9.87,-4.55,A
-0.0693,-0.6417,0.856,1.26,-7.7,-2.38,A
-0.0581,-0.649,0.855,4.41,-6.79,-0.21,A
-0.0542,-0.6388,0.852,10.15,-7.42,0.91,A
-0.0556,-0.61,0.8701,10.08,-7.49,0.14,A
-0.0571,-0.6037,0.8291,9.94,-7.56,-2.73,A
-0.0605,-0.6242,0.8208,13.72,-10.99,-2.31,A
-0.0595,-0.6051,0.8696,12.25,-9.73,-2.03,A
-0.0556,-0.6027,0.8969,9.38,-5.32,-2.94,A
-0.0508,-0.6285,0.873,7.77,-2.66,-3.01,A
-0.0556,-0.6422,0.7945,14.21,-5.04,0.14,A
-0.0508,-0.5934,0.8281,17.29,-7.98,0.63,A
-0.0512,-0.5783,0.833,15.47,-8.05,-1.68,A
-0.0561,-0.5973,0.852,9.73,-9.31,-2.24,A
-0.0537,-0.6041,0.8403,4.76,-10.15,0.7,A
-0.062,-0.5846,0.9975,1.12,-11.69,2.52,A
-0.059,-0.5788,0.8911,0.7,-8.26,7.07,A
-0.059,-0.529,0.8935,2.17,-3.15,6.16,A
-0.0634,-0.5217,0.8613,2.38,-2.38,1.75,A
-0.0595,-0.5529,0.8516,2.31,-3.78,0.98,A
-0.0556,-0.547,0.8701,0.21,-4.13,0.35,A
-0.0551,-0.5832,0.8296,-1.54,-5.74,1.26,A
-0.06,-0.5661,0.8828,-0.49,-10.01,4.2,A
-0.0615,-0.5353,0.8984,-2.24,-5.18,2.94,A
-0.0644,-0.5617,0.8394,2.03,-4.69,1.33,A
-0.063,-0.5397,0.856,6.02,-6.86,0.49,A
-0.0576,-0.5295,0.8906,4.76,-4.13,-3.57,A
-0.0566,-0.571,0.8486,4.06,-3.15,-3.78,B
-0.0586,-0.5739,0.8345,4.69,-5.32,-4.06,B
-0.0649,-0.5915,0.8237,3.29,-5.95,-3.78,B
-0.0742,-0.5871,0.8301,4.69,-6.86,-1.96,B
-0.0781,-0.5827,0.8599,2.03,-4.2,-1.68,B
-0.08,-0.5773,0.8184,2.17,-0.63,-0.77,B
-0.0883,-0.5705,0.7623,5.88,-3.5,-1.89,B
-0.0776,-0.5978,0.7935,6.23,-8.26,-1.96,B
-0.0703,-0.5822,0.8345,6.79,-11.06,1.12,B
-0.0639,-0.5348,0.8686,1.96,-10.99,-2.03,B
-0.0473,-0.5617,0.9067,-3.08,-9.31,-5.18,B
-0.0312,-0.5919,0.8901,-4.2,-6.02,-5.32,B
-0.0166,-0.6778,0.9511,-4.41,-8.61,-2.8,B
-0.0073,-0.6969,0.995,-3.29,-1.75,11.06,B
-0.0132,-0.6041,0.954,2.59,3.22,17.57,B
-0.0332,-0.5295,0.8945,4.76,1.82,14.07,B
-0.0454,-0.4963,0.9096,9.17,-1.96,6.23,B
-0.0386,-0.488,0.9784,8.12,-0.91,-5.11,B
-0.0312,-0.5895,1.0053,3.71,7.14,-10.71,B
-0.0405,-0.6505,0.978,4.97,11.76,-7.84,B
-0.0429,-0.7422,1.0438,-1.89,19.74,1.4,B
-0.062,-0.7754,0.9477,5.11,26.32,16.73,B
-0.0756,-0.7442,0.9804,13.65,28.07,27.44,B
-0.0942,-0.6559,0.975,18.41,38.08,36.4,B
-0.1513,-0.5344,0.8672,24.71,40.6,30.17,B
-0.1771,-0.4709,0.8184,17.57,30.1,20.16,B
-0.1806,-0.5563,0.9941,0.84,21.56,9.31,B
-0.1488,-0.7188,1.0575,-13.79,39.41,23.03,B
-0.1615,-0.6403,0.9223,-2.59,48.16,40.95,B
-0.1698,-0.5671,0.8945,-3.36,45.01,37.94,B
-0.1815,-0.5588,0.8374,1.4,35.14,28.56,B
-0.1771,-0.5861,0.8672,2.52,34.23,18.34,B
-0.164,-0.63,0.7979,8.4,32.83,12.46,B
-0.1518,-0.6827,0.7613,15.12,26.18,11.2,B
-0.1537,-0.713,0.7247,22.26,15.05,14.28,B
-0.1449,-0.7891,1.0731,7.77,13.72,20.23,B
-0.1347,-0.7471,0.9482,7.77,37.31,43.68,B
-0.1796,-0.5939,0.8218,17.64,36.96,54.18,B
-0.1952,-0.4543,0.8028,14.7,30.1,45.92,B
-0.2191,-0.4114,0.8154,12.32,24.36,30.17,B
-0.2064,-0.5319,0.9531,-3.64,32.34,22.33,B
-0.1952,-0.547,0.8935,-8.4,45.36,35.28,B
-0.204,-0.4904,0.8184,-3.64,47.25,42.98,B
-0.2186,-0.4568,0.7652,-0.77,47.6,39.34,B
-0.2406,-0.4753,0.7388,2.8,44.03,36.54,B
-0.2601,-0.4573,0.693,9.31,39.06,37.1,B
-0.285,-0.406,0.61,14.35,31.92,33.25,B
-0.3162,-0.3928,0.6261,11.9,16.59,23.8,B
-0.3201,-0.3553,0.6476,4.55,8.89,19.88,B
-0.3416,-0.3065,0.6656,-17.92,4.9,13.3,B
-0.3416,-0.3216,0.6608,-5.81,1.61,2.03,B
-0.325,-0.4685,0.7237,-13.09,-1.82,-1.75,B
-0.3148,-0.5441,0.8413,-21.63,5.32,6.72,B
-0.3065,-0.5051,0.7139,-18.48,18.13,20.58,B
-0.3289,-0.4412,0.5749,-2.31,8.26,21.35,B
-0.3304,-0.3201,0.6085,5.74,-6.51,14.98,B
-0.327,-0.2464,0.7325,-0.21,-12.11,-0.56,B
-0.2991,-0.2918,0.7232,-12.18,-7.84,-9.87,B
-0.2948,-0.3255,0.6505,-14.7,-11.9,-18.2,B
-0.2957,-0.4065,0.6285,-17.99,-19.46,-26.04,B
-0.2874,-0.4563,0.5666,-12.6,-29.19,-25.55,B
-0.2845,-0.3894,0.4587,-0.49,-37.94,-27.37,B
-0.2943,-0.2899,0.2655,17.29,-59.01,-36.33,B
